Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
1677,Unauthorized person entered coach,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
1678,Blanket not provided,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Pending
1679,Train delayed by 3 hours,Coach Damage,Neutral,High,Maintenance team assigned,Resolved
1680,Medical assistance required urgently,Coach Damage,Very Negative,Low,Maintenance team assigned,Pending
1681,Train delayed by 3 hours,Cleanliness,Very Negative,Low,Cleaning team dispatched,Resolved
1682,AC not working in coach B2,Water Problem,Very Negative,Low,Vendor informed,Resolved
1683,Charging point not working,AC Issue,Neutral,Medium,Technician assigned,Resolved
1684,Blanket not provided,Women Safety,Negative,Medium,RPF escort assigned,Resolved
1685,Unauthorized person entered coach,Reservation,Neutral,High,Reservation department informed,Pending
1686,AC not working in coach B2,Theft,Negative,Low,RPF complaint registered,Resolved
1687,Washroom is dirty,Noise Complaint,Neutral,High,Coach attendant informed,Pending
1688,WiFi not available,Water Problem,Very Negative,Medium,Vendor informed,Resolved
1689,WiFi not available,Water Problem,Very Negative,High,Vendor informed,Pending
1690,Charging point not working,Luggage,Very Negative,Low,Lost and found informed,Resolved
1691,Passenger lost luggage,Theft,Very Negative,Low,RPF complaint registered,Pending
1692,Unauthorized person entered coach,Theft,Negative,Medium,RPF complaint registered,Pending
1693,WiFi not available,Theft,Negative,Medium,RPF complaint registered,Pending
1694,Medical assistance required urgently,Catering Issue,Neutral,Medium,Vendor contacted,Resolved
1695,Blanket not provided,Washroom Problem,Negative,High,Cleaning staff informed,Resolved
1696,Charging point not working,Coach Damage,Very Negative,High,Maintenance team assigned,Resolved
1697,WiFi not available,WiFi Issue,Neutral,High,Technical support informed,Pending
1698,WiFi not available,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
1699,WiFi not available,Security,Negative,Low,RPF team alerted,Resolved
1700,Unauthorized person entered coach,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
1701,Unauthorized person entered coach,Staff Behaviour,Neutral,High,Supervisor informed,Pending
1702,Charging point not working,Electrical,Negative,Medium,Electrician assigned,Pending
1703,Unauthorized person entered coach,Reservation,Very Negative,Medium,Reservation department informed,Pending
1704,Charging point not working,Ticket Issue,Neutral,High,Refund process initiated,Pending
1705,AC not working in coach B2,Electrical,Very Negative,Low,Electrician assigned,Resolved
1706,Train delayed by 3 hours,Ticket Issue,Neutral,Medium,Refund process initiated,Resolved
1707,Washroom is dirty,Bedroll Missing,Neutral,Medium,Housekeeping informed,Resolved
1708,Medical assistance required urgently,Staff Behaviour,Negative,High,Supervisor informed,Pending
1709,Blanket not provided,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
1710,AC not working in coach B2,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
1711,Food served was stale,Catering Issue,Very Negative,Medium,Vendor contacted,Resolved
1712,Passenger lost luggage,Delay,Neutral,Low,Delay notification sent,Pending
1713,Train delayed by 3 hours,Theft,Very Negative,Medium,RPF complaint registered,Pending
1714,Blanket not provided,Water Problem,Neutral,Medium,Vendor informed,Pending
1715,Charging point not working,Reservation,Neutral,Medium,Reservation department informed,Resolved
1716,Unauthorized person entered coach,Medical Emergency,Negative,High,Medical team alerted,Pending
1717,Washroom is dirty,Washroom Problem,Very Negative,Low,Cleaning staff informed,Pending
1718,Medical assistance required urgently,AC Issue,Negative,Low,Technician assigned,Pending
1719,Blanket not provided,Luggage,Very Negative,High,Lost and found informed,Pending
1720,Train delayed by 3 hours,AC Issue,Neutral,High,Technician assigned,Pending
1721,Charging point not working,Luggage,Negative,High,Lost and found informed,Resolved
1722,Passenger lost luggage,Theft,Very Negative,High,RPF complaint registered,Resolved
1723,Unauthorized person entered coach,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
1724,Passenger lost luggage,Luggage,Very Negative,Medium,Lost and found informed,Resolved
1725,Unauthorized person entered coach,Delay,Neutral,Medium,Delay notification sent,Resolved
1726,Train delayed by 3 hours,WiFi Issue,Negative,High,Technical support informed,Resolved
1727,AC not working in coach B2,AC Issue,Negative,High,Technician assigned,Pending
1728,Blanket not provided,Reservation,Negative,Medium,Reservation department informed,Resolved
1729,WiFi not available,Water Problem,Neutral,Medium,Vendor informed,Resolved
1730,Medical assistance required urgently,Food Quality,Neutral,Medium,Catering manager informed,Pending
1731,Medical assistance required urgently,Noise Complaint,Negative,Low,Coach attendant informed,Pending
1732,WiFi not available,Reservation,Very Negative,Medium,Reservation department informed,Pending
1733,Medical assistance required urgently,Bedroll Missing,Negative,Low,Housekeeping informed,Pending
1734,AC not working in coach B2,Catering Issue,Very Negative,High,Vendor contacted,Resolved
1735,Unauthorized person entered coach,Security,Neutral,High,RPF team alerted,Resolved
1736,Unauthorized person entered coach,Security,Very Negative,High,RPF team alerted,Resolved
1737,Charging point not working,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
1738,Unauthorized person entered coach,Women Safety,Very Negative,Medium,RPF escort assigned,Resolved
1739,Train delayed by 3 hours,Staff Behaviour,Very Negative,High,Supervisor informed,Pending
1740,AC not working in coach B2,Food Quality,Negative,Medium,Catering manager informed,Pending
1741,Medical assistance required urgently,Electrical,Neutral,High,Electrician assigned,Pending
1742,Food served was stale,Water Problem,Neutral,High,Vendor informed,Resolved
1743,Passenger lost luggage,Catering Issue,Neutral,Medium,Vendor contacted,Pending
1744,Train delayed by 3 hours,Delay,Neutral,Low,Delay notification sent,Pending
1745,Washroom is dirty,Reservation,Negative,Low,Reservation department informed,Resolved
1746,Train delayed by 3 hours,Bedroll Missing,Neutral,Low,Housekeeping informed,Resolved
1747,Train delayed by 3 hours,AC Issue,Negative,High,Technician assigned,Resolved
1748,WiFi not available,AC Issue,Negative,Low,Technician assigned,Resolved
1749,Unauthorized person entered coach,Food Quality,Neutral,Medium,Catering manager informed,Pending
1750,Food served was stale,Reservation,Negative,High,Reservation department informed,Resolved
1751,Blanket not provided,Washroom Problem,Neutral,High,Cleaning staff informed,Pending
1752,Train delayed by 3 hours,Food Quality,Negative,Medium,Catering manager informed,Resolved
1753,Train delayed by 3 hours,Security,Negative,Low,RPF team alerted,Resolved
1754,Washroom is dirty,Food Quality,Very Negative,Medium,Catering manager informed,Resolved
1755,Unauthorized person entered coach,Bedroll Missing,Neutral,High,Housekeeping informed,Pending
1756,Food served was stale,Luggage,Negative,High,Lost and found informed,Pending
1757,Passenger lost luggage,Water Problem,Negative,Medium,Vendor informed,Resolved
1758,Train delayed by 3 hours,Electrical,Negative,Low,Electrician assigned,Resolved
1759,Charging point not working,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Pending
1760,Washroom is dirty,Electrical,Very Negative,Low,Electrician assigned,Pending
1761,Passenger lost luggage,Food Quality,Negative,Low,Catering manager informed,Pending
1762,Charging point not working,Bedroll Missing,Neutral,Low,Housekeeping informed,Pending
1763,AC not working in coach B2,Washroom Problem,Very Negative,Low,Cleaning staff informed,Resolved
1764,Passenger lost luggage,AC Issue,Very Negative,High,Technician assigned,Pending
1765,Unauthorized person entered coach,Security,Very Negative,Low,RPF team alerted,Pending
1766,Washroom is dirty,Delay,Negative,Low,Delay notification sent,Pending
1767,Food served was stale,Staff Behaviour,Negative,Low,Supervisor informed,Pending
1768,Unauthorized person entered coach,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
1769,Medical assistance required urgently,Security,Negative,Medium,RPF team alerted,Resolved
1770,Food served was stale,AC Issue,Negative,High,Technician assigned,Resolved
1771,AC not working in coach B2,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
1772,Train delayed by 3 hours,Food Quality,Very Negative,Low,Catering manager informed,Resolved
1773,Medical assistance required urgently,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
1774,AC not working in coach B2,AC Issue,Very Negative,Medium,Technician assigned,Pending
1775,AC not working in coach B2,Noise Complaint,Neutral,Low,Coach attendant informed,Pending
1776,Unauthorized person entered coach,Theft,Very Negative,Low,RPF complaint registered,Resolved
1777,Washroom is dirty,Catering Issue,Neutral,High,Vendor contacted,Resolved
1778,Food served was stale,WiFi Issue,Very Negative,Medium,Technical support informed,Pending
1779,Food served was stale,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
1780,Food served was stale,Security,Neutral,High,RPF team alerted,Pending
1781,Unauthorized person entered coach,WiFi Issue,Neutral,Low,Technical support informed,Resolved
1782,Passenger lost luggage,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
1783,Train delayed by 3 hours,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Pending
1784,Charging point not working,Luggage,Negative,Low,Lost and found informed,Resolved
1785,Blanket not provided,Ticket Issue,Very Negative,High,Refund process initiated,Resolved
1786,Medical assistance required urgently,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
1787,WiFi not available,Food Quality,Negative,Low,Catering manager informed,Pending
1788,AC not working in coach B2,Delay,Very Negative,High,Delay notification sent,Resolved
1789,Passenger lost luggage,Security,Neutral,Medium,RPF team alerted,Resolved
1790,Blanket not provided,Luggage,Negative,Low,Lost and found informed,Pending
1791,AC not working in coach B2,Delay,Very Negative,Low,Delay notification sent,Resolved
1792,Medical assistance required urgently,Coach Damage,Neutral,High,Maintenance team assigned,Pending
1793,Food served was stale,AC Issue,Negative,High,Technician assigned,Pending
1794,Blanket not provided,Water Problem,Negative,Low,Vendor informed,Pending
1795,Charging point not working,Delay,Very Negative,High,Delay notification sent,Resolved
1796,Passenger lost luggage,Security,Negative,High,RPF team alerted,Resolved
1797,Charging point not working,Bedroll Missing,Very Negative,Low,Housekeeping informed,Pending
1798,Passenger lost luggage,Security,Very Negative,Low,RPF team alerted,Resolved
1799,Train delayed by 3 hours,Water Problem,Very Negative,Medium,Vendor informed,Resolved
1800,Washroom is dirty,Medical Emergency,Neutral,Medium,Medical team alerted,Pending
1801,Washroom is dirty,Coach Damage,Neutral,Low,Maintenance team assigned,Pending
1802,Passenger lost luggage,AC Issue,Negative,High,Technician assigned,Resolved
1803,Food served was stale,Ticket Issue,Negative,High,Refund process initiated,Pending
1804,AC not working in coach B2,Cleanliness,Neutral,High,Cleaning team dispatched,Resolved
1805,Blanket not provided,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
1806,AC not working in coach B2,Water Problem,Neutral,High,Vendor informed,Pending
1807,Train delayed by 3 hours,Electrical,Neutral,Medium,Electrician assigned,Resolved
1808,Washroom is dirty,Delay,Negative,Medium,Delay notification sent,Pending
1809,Blanket not provided,Staff Behaviour,Very Negative,Low,Supervisor informed,Pending
1810,Medical assistance required urgently,Staff Behaviour,Negative,Low,Supervisor informed,Pending
1811,Train delayed by 3 hours,Ticket Issue,Very Negative,Low,Refund process initiated,Pending
1812,AC not working in coach B2,Washroom Problem,Negative,High,Cleaning staff informed,Pending
1813,Charging point not working,Theft,Very Negative,Medium,RPF complaint registered,Pending
1814,Blanket not provided,Luggage,Very Negative,Low,Lost and found informed,Pending
1815,Charging point not working,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
1816,Washroom is dirty,Women Safety,Negative,Low,RPF escort assigned,Resolved
1817,AC not working in coach B2,Theft,Negative,Medium,RPF complaint registered,Pending
1818,Passenger lost luggage,Catering Issue,Negative,Low,Vendor contacted,Pending
1819,Charging point not working,Women Safety,Neutral,Low,RPF escort assigned,Pending
1820,Passenger lost luggage,Water Problem,Neutral,Low,Vendor informed,Resolved
1821,Medical assistance required urgently,Coach Damage,Negative,Low,Maintenance team assigned,Resolved
1822,Train delayed by 3 hours,Luggage,Negative,High,Lost and found informed,Pending
1823,Charging point not working,AC Issue,Negative,High,Technician assigned,Resolved
1824,WiFi not available,Medical Emergency,Neutral,High,Medical team alerted,Pending
1825,WiFi not available,Delay,Negative,High,Delay notification sent,Pending
1826,Medical assistance required urgently,Food Quality,Very Negative,Low,Catering manager informed,Resolved
